,baths,type,sqft,central_air,community_outdoor_space,garage_2_or_more,community_security_features,farm,encoded_city,encoded_state,sold_price,sold_price,sold_price
700,1,7,-0.5790620674744973,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,135000.0,135000.0,135000.0
701,2,7,0.1271121398138764,1,1,0,1,0,-1.0235987202208183,-1.0353843000957237,138000.0,138000.0,138000.0
702,2,7,-0.4577033065467253,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,100000.0,100000.0,100000.0
703,1,7,-0.3057659601883337,1,1,0,0,0,-1.0235987202208183,-1.0353843000957237,75000.0,75000.0,75000.0
704,2,1,-1.607267002579085,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,89900.0,89900.0,89900.0
705,1,7,-0.3334778032348328,1,0,0,0,0,-1.0235987202208183,-1.0353843000957237,145000.0,145000.0,145000.0
706,2,7,0.5427897855113631,1,0,0,0,0,-1.0235987202208183,-1.0353843000957237,245000.0,245000.0,245000.0
707,2,1,-1.607267002579085,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,49900.0,49900.0,49900.0
708,2,7,0.137623528555652,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,225000.0,225000.0,225000.0
709,3,7,0.3478513033911625,1,1,0,0,0,-1.0235987202208183,-1.0353843000957237,237050.0,237050.0,237050.0
710,2,7,-0.3669231310495731,1,0,0,0,0,-1.0235987202208183,-1.0353843000957237,169400.0,169400.0,169400.0
711,1,7,-0.353544999923677,1,1,0,0,1,-1.0235987202208183,-1.0353843000957237,155000.0,155000.0,155000.0
712,3,7,-0.2054299767441128,1,1,0,1,0,-1.0235987202208183,-1.0353843000957237,167000.0,167000.0,167000.0
713,2,7,-0.5561281284015326,1,0,0,0,0,-1.0235987202208183,-1.0353843000957237,95000.0,95000.0,95000.0
714,1,7,-0.7644447416476293,0,1,0,0,0,-1.0235987202208183,-1.0353843000957237,110000.0,110000.0,110000.0
715,1,7,-0.609640652905117,0,1,0,0,1,-1.0235987202208183,-1.0353843000957237,117000.0,117000.0,117000.0
716,2,7,0.1815802451121678,0,1,0,0,0,-1.0235987202208183,-1.0353843000957237,135900.0,135900.0,135900.0
717,2,7,0.1166007510721009,1,1,0,1,0,-0.2158207022378513,-0.1402971284696375,370000.0,370000.0,370000.0
718,4,7,1.9283819378363185,1,0,1,0,0,0.0333649962912273,-0.1402971284696375,675000.0,675000.0,675000.0
719,2,7,-0.289521086678317,1,0,1,0,0,-0.2158207022378513,-0.1402971284696375,285000.0,285000.0,285000.0
720,1,7,-0.7644447416476293,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,191000.0,191000.0,191000.0
721,4,7,1.36076694578044,1,0,1,0,0,-0.2158207022378513,-0.1402971284696375,747000.0,747000.0,747000.0
722,2,7,-0.2713650515788866,1,1,0,0,1,-0.2158207022378513,-0.1402971284696375,262500.0,262500.0,262500.0
723,2,7,-0.0190917217762739,0,0,1,0,0,-0.2158207022378513,-0.1402971284696375,224325.0,224325.0,224325.0
724,2,7,-0.2637204052212316,1,1,0,0,0,-0.2158207022378513,-0.1402971284696375,263000.0,263000.0,263000.0
725,1,7,-0.0783377310480996,1,1,1,0,0,-0.2158207022378513,-0.1402971284696375,323000.0,323000.0,323000.0
726,1,7,-0.3086327025724543,0,1,0,0,0,-0.2158207022378513,-0.1402971284696375,195000.0,195000.0,195000.0
727,3,7,0.0411098682902585,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,222000.0,222000.0,222000.0
728,4,7,0.7453729139892187,1,1,1,0,0,-0.2158207022378513,-0.1402971284696375,719000.0,719000.0,719000.0
729,4,7,1.5461496199535725,1,1,1,0,0,0.0333649962912273,-0.1402971284696375,675000.0,675000.0,675000.0
730,3,7,1.548060781542986,1,0,1,0,0,-0.2158207022378513,-0.1402971284696375,733900.0,733900.0,733900.0
731,2,7,-0.1480951290617008,1,0,0,0,0,-0.2158207022378513,-0.1402971284696375,320000.0,320000.0,320000.0
732,1,7,-0.1576509370087695,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,200791.0,200791.0,200791.0
733,2,7,0.9240665225994026,1,1,1,0,0,-0.2158207022378513,-0.1402971284696375,545000.0,545000.0,545000.0
734,1,7,-0.9536497389995888,0,1,0,0,0,-0.2158207022378513,-0.1402971284696375,60000.0,60000.0,60000.0
735,1,7,-0.3191440913142298,0,1,1,0,0,-0.2158207022378513,-0.1402971284696375,203000.0,203000.0,203000.0
736,2,7,0.2752271629934407,1,1,1,0,0,-0.2158207022378513,-0.1402971284696375,315000.0,315000.0,315000.0
737,5,7,4.626942102088507,1,1,1,1,0,-0.2158207022378513,-0.1402971284696375,1795000.0,1795000.0,1795000.0
738,2,7,0.0678661305420508,1,0,1,0,0,-0.2158207022378513,-0.1402971284696375,203000.0,203000.0,203000.0
739,3,6,-0.4892374727720519,1,1,1,0,0,-0.2158207022378513,-0.1402971284696375,210000.0,210000.0,210000.0
740,3,7,1.1151826815407757,1,1,1,0,0,-0.2158207022378513,-0.1402971284696375,858000.0,858000.0,858000.0
741,2,7,0.4204754437888843,1,1,1,0,0,-0.2158207022378513,-0.1402971284696375,630000.0,630000.0,630000.0
742,2,7,-0.040114499259825,1,1,0,0,0,-0.2158207022378513,-0.1402971284696375,248000.0,248000.0,248000.0
743,2,9,1.8137122424714949,0,0,1,0,0,-0.2158207022378513,-0.1402971284696375,485000.0,485000.0,485000.0
744,1,6,-0.6707978237663564,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,144000.0,144000.0,144000.0
745,2,7,-0.1805848760817343,1,0,1,0,0,-0.2158207022378513,-0.1402971284696375,307000.0,307000.0,307000.0
746,1,7,-0.6134629760839445,0,1,0,0,0,-0.2158207022378513,-0.1402971284696375,239000.0,239000.0,239000.0
747,2,9,0.1548239828603756,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,260000.0,260000.0,260000.0
748,2,7,-0.524593962176206,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,226500.0,226500.0,226500.0
749,3,7,0.5771906941208103,1,0,1,0,0,-0.2158207022378513,-0.1402971284696375,675000.0,675000.0,675000.0
750,2,7,-0.9192488303901416,1,1,0,0,0,-0.2158207022378513,-0.1402971284696375,224900.0,224900.0,224900.0
751,2,7,-1.0616303688014646,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,170000.0,170000.0,170000.0
752,0,10,-1.607267002579085,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,30000.0,30000.0,30000.0
753,1,7,-0.8542693363500746,0,1,0,0,0,-0.2158207022378513,-0.1402971284696375,220000.0,220000.0,220000.0
754,2,7,-0.2188081078700089,0,1,1,0,0,-0.2158207022378513,-0.1402971284696375,325000.0,325000.0,325000.0
755,1,7,-0.4013240396590203,1,0,0,0,0,-0.2158207022378513,-0.1402971284696375,207000.0,207000.0,207000.0
756,2,9,-0.4366805290631743,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,247900.0,247900.0,247900.0
757,3,9,0.5685904669684485,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,389900.0,389900.0,389900.0
758,1,7,-0.7816451959523528,0,0,0,0,0,-0.2158207022378513,-0.1402971284696375,221500.0,221500.0,221500.0
759,2,7,0.2350927696157523,1,0,1,0,0,0.0333649962912273,-0.1402971284696375,420000.0,420000.0,420000.0
760,3,7,0.4491428676300902,1,1,1,0,0,0.031233408617877,-0.1402971284696375,393000.0,393000.0,393000.0
761,1,7,-0.659330854229874,1,0,0,0,0,-0.2158207022378513,-0.1402971284696375,250000.0,250000.0,250000.0
762,4,7,0.8695984173011112,1,1,1,0,0,-0.2158207022378513,-0.1402971284696375,705000.0,705000.0,705000.0
763,2,7,-0.4796816648249833,1,1,0,0,1,0.8995993451501888,0.8960022406145329,290000.0,290000.0,290000.0
764,2,7,-0.3430336111819014,1,1,0,0,1,0.8995993451501888,0.8960022406145329,333500.0,333500.0,333500.0
765,3,6,-0.1490507098564077,1,1,0,0,0,0.8995993451501888,0.8960022406145329,311500.0,311500.0,311500.0
766,3,7,0.0143536060384663,1,0,0,0,0,0.8995993451501888,0.8960022406145329,272500.0,272500.0,272500.0
767,5,7,2.3861051385009078,1,1,0,0,0,0.8995993451501888,0.8960022406145329,905000.0,905000.0,905000.0
768,3,7,-0.1442728058828734,1,1,1,1,0,0.8995993451501888,0.8960022406145329,315000.0,315000.0,315000.0
769,2,7,-0.5838399714480317,1,0,0,0,0,0.8995993451501888,0.8960022406145329,205000.0,205000.0,205000.0
770,3,7,1.1228273278984306,1,1,1,0,0,0.8995993451501888,0.8960022406145329,700000.0,700000.0,700000.0
771,2,7,-0.1719846489293725,1,1,1,0,1,0.8995993451501888,0.8960022406145329,500000.0,500000.0,500000.0
772,3,7,0.622102991472033,1,1,1,0,0,0.8995993451501888,0.8960022406145329,509000.0,509000.0,509000.0
773,6,7,5.63221309812013,0,1,1,0,0,0.8995993451501888,0.8960022406145329,1660000.0,1660000.0,1660000.0
774,3,7,1.369367172932802,1,1,1,1,0,0.8995993451501888,0.8960022406145329,707500.0,707500.0,707500.0
775,3,6,-0.43190262508964,1,1,0,0,0,0.8995993451501888,0.8960022406145329,246500.0,246500.0,246500.0
776,3,6,-0.1672067449558381,1,1,0,1,0,0.8995993451501888,0.8960022406145329,280000.0,280000.0,280000.0
777,3,7,1.1428945245872748,1,1,1,0,0,0.8995993451501888,0.8960022406145329,560000.0,560000.0,560000.0
778,3,7,0.2580267086887171,1,0,1,0,0,0.8995993451501888,0.8960022406145329,415000.0,415000.0,415000.0
779,3,7,1.4888147722711602,0,1,1,1,0,0.8995993451501888,0.8960022406145329,641450.0,641450.0,641450.0
780,3,7,-0.132805836346391,1,1,0,1,0,0.8995993451501888,0.8960022406145329,383000.0,383000.0,383000.0
781,2,4,-0.054448211180428,1,0,0,1,0,0.8995993451501888,0.8960022406145329,525000.0,525000.0,525000.0
782,4,7,1.005290890149486,1,1,1,0,0,0.8995993451501888,0.8960022406145329,750000.0,750000.0,750000.0
783,3,4,-0.0496703072068936,0,0,0,0,0,0.8995993451501888,0.8960022406145329,270000.0,270000.0,270000.0
784,5,7,2.63837846830352,1,1,1,1,0,0.8995993451501888,0.8960022406145329,1150000.0,1150000.0,1150000.0
785,2,7,-0.0993605085316507,1,1,1,0,1,0.8995993451501888,0.8960022406145329,425000.0,425000.0,425000.0
786,6,7,2.5628875855216773,1,1,1,1,0,0.8995993451501888,0.8960022406145329,874900.0,874900.0,874900.0
787,2,7,-0.4166133323743301,1,0,0,0,0,0.8995993451501888,0.8960022406145329,290000.0,290000.0,290000.0
788,2,6,-0.5962625217792209,1,1,0,0,0,0.8995993451501888,0.8960022406145329,238000.0,238000.0,238000.0
789,3,6,-0.0286475297233426,1,1,0,1,0,0.8995993451501888,0.8960022406145329,390000.0,390000.0,390000.0
790,1,7,-0.9612943853572437,0,0,0,0,0,0.8995993451501888,0.8960022406145329,487000.0,487000.0,487000.0
791,0,7,-1.607267002579085,0,0,0,0,0,0.8995993451501888,0.8960022406145329,690000.0,690000.0,690000.0
792,3,7,-0.0620928575380829,1,1,0,0,0,0.8995993451501888,0.8960022406145329,400000.0,400000.0,400000.0
793,4,6,0.777862661009252,1,1,0,1,0,0.8995993451501888,0.8960022406145329,725000.0,725000.0,725000.0
794,3,7,-0.0238696257498083,0,1,0,0,0,0.8995993451501888,0.8960022406145329,375000.0,375000.0,375000.0
795,1,7,-0.8924925681383493,1,0,0,0,0,0.8995993451501888,0.8960022406145329,310000.0,310000.0,310000.0
796,3,7,0.2780939053775613,1,1,0,0,0,0.8995993451501888,0.8960022406145329,399000.0,399000.0,399000.0
797,3,7,0.358362692132938,1,1,1,0,0,0.8995993451501888,0.8960022406145329,437000.0,437000.0,437000.0
798,4,7,3.880633501422445,1,1,1,0,0,0.8995993451501888,0.8960022406145329,1862500.0,1862500.0,1862500.0
799,3,7,0.379385469616489,1,1,0,0,0,0.8995993451501888,0.8960022406145329,356000.0,356000.0,356000.0
800,3,4,0.4042305702788675,1,1,1,1,0,0.8995993451501888,0.8960022406145329,650000.0,650000.0,650000.0
801,3,7,0.0391987067008448,1,0,0,0,0,0.8995993451501888,0.8960022406145329,350000.0,350000.0,350000.0
802,3,6,0.5112556192860366,1,1,1,0,0,0.8995993451501888,0.8960022406145329,440000.0,440000.0,440000.0
803,2,7,-0.1366281595252184,1,1,0,0,1,0.8995993451501888,0.8960022406145329,335000.0,335000.0,335000.0
804,3,6,0.1433570133238932,1,1,1,0,0,0.8995993451501888,0.8960022406145329,410000.0,410000.0,410000.0
805,3,7,0.5743239517366897,1,1,0,0,0,0.8995993451501888,0.8960022406145329,1125000.0,1125000.0,1125000.0
806,2,4,-0.3975017164801928,1,0,0,0,0,0.8995993451501888,0.8960022406145329,280000.0,280000.0,280000.0
807,3,6,0.5991690523990681,1,0,1,0,0,0.8995993451501888,0.8960022406145329,421480.0,421480.0,421480.0
808,4,7,1.6589081537289825,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,435000.0,435000.0,435000.0
809,2,7,0.2685380974304926,1,1,0,0,0,-0.3792025892029594,-0.388244498562301,259900.0,259900.0,259900.0
810,4,7,2.22078966101662,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,644000.0,644000.0,644000.0
811,4,7,1.0435141219377608,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,355000.0,355000.0,355000.0
812,3,7,0.956556269619436,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,360000.0,360000.0,360000.0
813,1,7,-0.8571360787341953,0,0,0,0,0,-0.3792025892029594,-0.388244498562301,134000.0,134000.0,134000.0
814,2,6,0.1605574676286167,0,1,1,0,0,-0.3792025892029594,-0.388244498562301,190000.0,190000.0,190000.0
815,2,6,0.9116439722682133,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,640000.0,640000.0,640000.0
816,2,7,-0.6249299456204269,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,215000.0,215000.0,215000.0
817,4,7,1.618773760351294,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,415000.0,415000.0,415000.0
818,3,7,1.5088819689600044,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,707000.0,707000.0,707000.0
819,2,7,0.0554435802108615,1,1,0,0,1,-0.3792025892029594,-0.388244498562301,215000.0,215000.0,215000.0
820,2,6,-0.345900353566022,1,1,0,0,0,-0.3792025892029594,-0.388244498562301,225000.0,225000.0,225000.0
821,2,7,-0.0458479840280662,1,1,1,0,1,-0.3792025892029594,-0.388244498562301,262500.0,262500.0,262500.0
822,3,7,0.20833650736396,1,0,1,0,1,-0.3792025892029594,-0.388244498562301,260000.0,260000.0,260000.0
823,1,7,-0.5790620674744973,1,1,0,0,0,-0.3792025892029594,-0.388244498562301,187000.0,187000.0,187000.0
824,1,6,-0.9192488303901416,1,1,0,0,0,-0.3792025892029594,-0.388244498562301,135000.0,135000.0,135000.0
825,3,7,0.6383478649820497,1,0,1,0,0,-0.3792025892029594,-0.388244498562301,320000.0,320000.0,320000.0
826,3,7,1.0110243749177272,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,328350.0,328350.0,328350.0
827,2,7,-0.6994652476075625,1,1,0,0,1,-0.3792025892029594,-0.388244498562301,203000.0,203000.0,203000.0
828,4,7,1.0855596769048628,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,520000.0,520000.0,520000.0
829,5,7,2.1271427431353467,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,737000.0,737000.0,737000.0
830,2,7,0.2618490318675445,1,1,1,0,1,-0.3792025892029594,-0.388244498562301,300000.0,300000.0,300000.0
831,1,7,-0.7816451959523528,1,1,0,0,0,-0.3792025892029594,-0.388244498562301,160000.0,160000.0,160000.0
832,3,7,-0.1050939932998919,1,0,1,0,0,-0.3792025892029594,-0.388244498562301,277000.0,277000.0,277000.0
833,1,7,-0.795023327078249,1,1,0,0,0,-0.3792025892029594,-0.388244498562301,155350.0,155350.0,155350.0
834,3,7,0.108956104714446,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,269000.0,269000.0,269000.0
835,3,7,-0.2092522999229402,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,206000.0,206000.0,206000.0
836,1,7,-0.410879847606089,1,0,0,0,0,-0.3792025892029594,-0.388244498562301,262500.0,262500.0,262500.0
837,2,7,0.4166531206100568,1,1,1,0,1,-0.3792025892029594,-0.388244498562301,324900.0,324900.0,324900.0
838,3,7,0.4348091557094872,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,270000.0,270000.0,270000.0
839,2,7,-0.1509618714458214,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,245000.0,245000.0,245000.0
840,3,6,0.7090608437903577,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,349000.0,349000.0,349000.0
841,3,4,0.5236781696172258,1,1,1,1,0,-0.3792025892029594,-0.388244498562301,822500.0,822500.0,822500.0
842,2,7,-0.6249299456204269,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,210000.0,210000.0,210000.0
843,2,7,0.3210950411393702,1,1,0,0,0,-0.3792025892029594,-0.388244498562301,225000.0,225000.0,225000.0
844,3,6,0.792196372929855,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,425000.0,425000.0,425000.0
845,2,7,0.3860745351794371,1,1,1,0,1,-0.3792025892029594,-0.388244498562301,260000.0,260000.0,260000.0
846,3,6,0.5943911484255339,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,364500.0,364500.0,364500.0
847,3,7,1.1620061404814122,1,1,1,0,1,-0.3792025892029594,-0.388244498562301,609000.0,609000.0,609000.0
848,2,7,0.1710688563703923,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,295000.0,295000.0,295000.0
849,2,6,-0.5475279012491707,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,170000.0,170000.0,170000.0
850,0,10,-1.607267002579085,0,0,0,0,0,-0.3792025892029594,-0.388244498562301,74000.0,74000.0,74000.0
851,0,10,-1.607267002579085,0,0,0,0,0,-0.3792025892029594,-0.388244498562301,64000.0,64000.0,64000.0
852,2,7,0.3784298888217822,1,1,0,0,0,-0.3792025892029594,-0.388244498562301,258000.0,258000.0,258000.0
853,2,6,-0.4605700489308459,1,1,1,0,0,-0.3792025892029594,-0.388244498562301,245000.0,245000.0,245000.0
854,4,7,1.590106336510088,1,0,1,0,1,-0.3792025892029594,-0.388244498562301,669000.0,669000.0,669000.0
855,2,7,-0.0276919489286357,0,0,0,0,0,0.0318626057873733,0.0245709047256636,412000.0,412000.0,412000.0
856,1,6,-0.6469083038986848,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,127000.0,127000.0,127000.0
857,1,6,-1.607267002579085,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,145000.0,145000.0,145000.0
858,1,6,-0.5007044423085343,0,0,0,0,0,0.0302211421593225,-0.6423878341016127,142000.0,142000.0,142000.0
859,2,6,-0.0477591456174799,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,220000.0,220000.0,220000.0
860,2,6,0.3191838795499565,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,188000.0,188000.0,188000.0
861,2,6,-0.1920518456182167,0,0,0,0,0,0.0302211421593225,-0.6423878341016127,285000.0,285000.0,285000.0
862,1,6,-0.0391589184651181,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,105000.0,105000.0,105000.0
863,1,6,-0.3946349740960722,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,150000.0,150000.0,150000.0
864,1,7,-0.2675427284000591,0,0,0,0,0,0.0302211421593225,-0.6423878341016127,275000.0,275000.0,275000.0
865,2,6,0.2685380974304926,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,200000.0,200000.0,200000.0
866,2,4,-0.0735598270745653,1,0,0,0,0,0.0309839552611404,-0.6423878341016127,360000.0,360000.0,360000.0
867,0,9,0.4529651908089177,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,240000.0,240000.0,240000.0
868,2,7,-0.3841235853542967,1,0,0,0,0,-0.8019141564384543,-0.6423878341016127,280000.0,280000.0,280000.0
869,2,7,-0.0630484383327898,1,0,0,0,0,0.0302211421593225,-0.6423878341016127,465000.0,465000.0,465000.0
870,0,9,0.8504868014069739,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,210000.0,210000.0,210000.0
871,1,7,-0.5551725476068257,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,140000.0,140000.0,140000.0
872,3,4,0.0611770649791027,1,0,0,0,0,0.0302211421593225,-0.6423878341016127,400000.0,400000.0,400000.0
873,3,6,0.4147419590206431,1,0,0,0,0,0.0340226305465111,-0.6423878341016127,685000.0,685000.0,685000.0
874,2,7,-0.4395472714472949,0,1,0,0,0,-0.8019141564384543,-0.6423878341016127,200000.0,200000.0,200000.0
875,0,9,0.6373922841873428,0,0,1,0,0,-0.8019141564384543,-0.6423878341016127,359000.0,359000.0,359000.0
876,1,6,-0.2885655058836101,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,295000.0,295000.0,295000.0
877,4,4,-1.607267002579085,1,0,1,0,0,-0.8019141564384543,-0.6423878341016127,400000.0,400000.0,400000.0
878,2,7,0.2121588305427875,0,0,1,0,0,-0.8019141564384543,-0.6423878341016127,250000.0,250000.0,250000.0
879,0,9,1.0158022788912615,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,221000.0,221000.0,221000.0
880,2,6,-0.3095882833671611,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,220000.0,220000.0,220000.0
881,1,7,-0.2923878290624376,0,1,0,0,0,-0.8019141564384543,-0.6423878341016127,153000.0,153000.0,153000.0
882,2,6,-0.345900353566022,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,120000.0,120000.0,120000.0
883,1,6,-0.5293718661497403,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,147000.0,147000.0,147000.0
884,1,6,-0.3688342926389868,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,200000.0,200000.0,200000.0
885,2,7,-0.5905290370109797,1,0,0,0,0,0.0302211421593225,-0.6423878341016127,345000.0,345000.0,345000.0
886,1,6,-0.8045791350253176,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,106000.0,106000.0,106000.0
887,3,6,0.8848877100164211,1,0,0,0,0,0.0340226305465111,-0.6423878341016127,762000.0,762000.0,762000.0
888,3,9,0.265671355046372,0,1,1,0,0,-0.8019141564384543,-0.6423878341016127,275000.0,275000.0,275000.0
889,0,10,-1.607267002579085,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,90000.0,90000.0,90000.0
890,2,7,-0.1777181336976137,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,300000.0,300000.0,300000.0
891,2,7,-0.0018912674715503,1,0,0,0,0,0.0302211421593225,-0.6423878341016127,497000.0,497000.0,497000.0
892,1,8,-1.607267002579085,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,220000.0,220000.0,220000.0
893,2,6,0.137623528555652,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,245000.0,245000.0,245000.0
894,1,6,0.1357123669662382,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,150000.0,150000.0,150000.0
895,2,6,-0.4338137866790537,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,180000.0,180000.0,180000.0
896,2,7,-0.2006520727705784,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,65000.0,65000.0,65000.0
897,1,7,-1.607267002579085,0,0,0,0,0,-0.8019141564384543,-0.6423878341016127,130000.0,130000.0,130000.0
898,3,7,0.6068136987567231,0,1,1,0,0,0.5326549922255168,0.5274955344206355,640000.0,640000.0,640000.0
899,2,7,0.0745551961049988,0,0,1,0,0,0.5326549922255168,0.5274955344206355,335500.0,335500.0,335500.0
900,2,7,-0.3277443184665916,0,1,1,0,0,0.5326549922255168,0.5274955344206355,460000.0,460000.0,460000.0
901,3,7,1.0998933888254658,0,1,1,0,0,0.5326549922255168,0.5274955344206355,820000.0,820000.0,820000.0
902,2,4,-0.6134629760839445,0,1,0,0,0,0.5326549922255168,0.5274955344206355,295000.0,295000.0,295000.0
903,2,7,-0.2780541171418346,0,1,0,0,0,0.5326549922255168,0.5274955344206355,500000.0,500000.0,500000.0
904,2,7,0.2618490318675445,0,0,1,1,0,0.5326549922255168,0.5274955344206355,440000.0,440000.0,440000.0
905,2,7,-0.4739481800567421,0,1,1,1,0,0.5326549922255168,0.5274955344206355,424099.0,424099.0,424099.0
906,2,7,-0.2426976277376805,0,1,1,0,0,0.5326549922255168,0.5274955344206355,435000.0,435000.0,435000.0
907,2,7,0.0372875451114311,0,1,1,0,0,0.5326549922255168,0.5274955344206355,465000.0,465000.0,465000.0
908,3,7,0.985223693460642,0,1,1,1,0,0.5326549922255168,0.5274955344206355,700000.0,700000.0,700000.0
909,2,7,-0.5637727747591875,0,1,1,0,0,0.5326549922255168,0.5274955344206355,370000.0,370000.0,370000.0
910,2,7,0.4701656451136413,0,1,1,0,0,0.5326549922255168,0.5274955344206355,705000.0,705000.0,705000.0
911,2,7,0.1576907252444961,0,1,1,0,0,0.5326549922255168,0.5274955344206355,425000.0,425000.0,425000.0
912,5,7,0.8514423822016808,0,1,1,0,0,0.5326549922255168,0.5274955344206355,1285000.0,1285000.0,1285000.0
913,3,7,1.3168102292239243,0,1,1,0,0,0.5326549922255168,0.5274955344206355,1500000.0,1500000.0,1500000.0
914,3,6,-0.2121190423070608,0,1,0,0,0,0.5326549922255168,0.5274955344206355,429000.0,429000.0,429000.0
915,0,10,-1.607267002579085,0,0,0,0,0,0.5326549922255168,0.5274955344206355,822500.0,822500.0,822500.0
916,0,10,-1.607267002579085,0,0,0,0,0,0.5326549922255168,0.5274955344206355,325000.0,325000.0,325000.0
917,2,7,0.7176610709427196,0,1,1,0,0,0.5326549922255168,0.5274955344206355,689900.0,689900.0,689900.0
918,2,4,-0.4347693674737606,0,1,1,0,0,0.5326549922255168,0.5274955344206355,365000.0,365000.0,365000.0
919,3,7,-0.403235201248434,0,1,0,0,0,0.5326549922255168,0.5274955344206355,385000.0,385000.0,385000.0
920,3,7,0.3316064298811457,0,1,1,0,0,0.5326549922255168,0.5274955344206355,800000.0,800000.0,800000.0
921,3,7,0.1815802451121678,0,1,1,0,0,0.5326549922255168,0.5274955344206355,575000.0,575000.0,575000.0
922,3,7,-0.5179048966132579,0,1,0,0,0,0.5326549922255168,0.5274955344206355,405000.0,405000.0,405000.0
923,0,10,-1.607267002579085,0,0,0,0,0,0.5326549922255168,0.5274955344206355,157000.0,157000.0,157000.0
924,2,7,-0.5981736833686346,0,1,1,0,0,0.5326549922255168,0.5274955344206355,375000.0,375000.0,375000.0
925,2,1,0.1252009782244627,0,0,0,0,0,0.5326549922255168,0.5274955344206355,385000.0,385000.0,385000.0
926,2,1,-0.0592261151539623,0,1,1,0,0,0.5326549922255168,0.5274955344206355,358000.0,358000.0,358000.0
927,3,7,0.8514423822016808,0,1,1,0,0,0.5326549922255168,0.5274955344206355,560000.0,560000.0,560000.0
928,5,7,1.433391086178162,0,1,1,0,0,0.5326549922255168,0.5274955344206355,650000.0,650000.0,650000.0
929,1,7,-0.5867067138321522,0,1,0,0,0,0.5326549922255168,0.5274955344206355,345000.0,345000.0,345000.0
930,3,6,-0.1566953562140626,0,1,1,0,0,0.5326549922255168,0.5274955344206355,415000.0,415000.0,415000.0
931,3,7,0.8227749583604748,0,1,1,0,0,0.5326549922255168,0.5274955344206355,826000.0,826000.0,826000.0
932,2,7,-0.3067215409830405,0,1,1,0,0,0.5326549922255168,0.5274955344206355,400000.0,400000.0,400000.0
933,2,7,0.1768023411386335,0,1,1,0,0,0.5326549922255168,0.5274955344206355,465000.0,465000.0,465000.0
